"행정구역","2024년06월_계_총인구수","2024년06월_계_연령구간인구수","2024년06월_계_0~9세","2024년06월_계_10~19세","2024년06월_계_20~29세","2024년06월_계_30~39세","2024년06월_계_40~49세","2024년06월_계_50~59세","2024년06월_계_60~69세","2024년06월_계_70~79세","2024년06월_계_80~89세","2024년06월_계_90~99세","2024년06월_계_100세 이상"
"충청남도 아산시 선장면(4420039000)","2,867","2,867","37","86","138","153","201","450","749","574","395","81","3"
"충청남도 아산시 도고면(4420040000)","4,216","4,216","96","153","242","270","344","678","1,125","673","565","70","0"
"충청남도 아산시 신창면(4420041000)","21,637","21,637","1,161","2,041","2,655","2,232","3,580","3,954","3,188","1,695","979","150","2"
"충청남도 아산시 온양1동(4420057000)","9,306","9,306","650","705","1,034","1,427","1,599","1,438","1,329","713","356","53","2"
"충청남도 아산시 온양2동(4420058000)","9,914","9,914","236","645","1,398","1,087","1,265","1,845","1,803","1,030","528","75","2"
"충청남도 아산시 온양3동(4420059000)","38,953","38,953","3,232","5,280","4,553","4,682","7,393","6,376","4,189","2,077","1,017","149","5"
"충청남도 아산시 온양4동(4420060000)","16,077","16,077","794","1,859","1,812","1,430","2,619","3,150","2,378","1,273","654","107","1"
"충청남도 아산시 온양5동(4420061000)","20,890","20,890","1,350","2,595","2,582","2,362","3,683","3,935","2,513","1,145","645","78","2"
"충청남도 아산시 온양6동(4420062000)","26,431","26,431","2,127","3,192","2,443","3,008","4,896","4,728","3,308","1,665","930","134","0"
"충청남도 서산시 (4421000000)","175,657","175,657","12,244","16,885","17,029","20,396","26,626","30,097","26,497","14,835","9,214","1,785","49"
"충청남도 서산시 대산읍(4421025000)","12,873","12,873","521","789","1,521","1,351","1,529","2,940","2,393","1,068","625","132","4"
"충청남도 서산시 인지면(4421031000)","7,060","7,060","327","619","518","464","876","1,411","1,368","782","562","129","4"
"충청남도 서산시 부석면(4421032000)","5,101","5,101","70","169","189","199","386","774","1,367","1,054","742","149","2"
"충청남도 서산시 팔봉면(4421033000)","3,225","3,225","34","95","106","98","218","532","929","718","420","74","1"
"충청남도 서산시 지곡면(4421034000)","7,791","7,791","376","747","495","719","1,128","1,379","1,454","867","524","99","3"
"충청남도 서산시 성연면(4421036000)","17,094","17,094","2,678","1,676","1,350","3,881","3,142","1,955","1,457","546","326","81","2"
"충청남도 서산시 음암면(4421037000)","9,056","9,056","295","682","686","644","1,152","1,737","1,849","1,061","806","140","4"
"충청남도 서산시 운산면(4421038000)","4,870","4,870","91","207","212","202","432","756","1,239","911","687","131","2"
"충청남도 서산시 해미면(4421039000)","7,057","7,057","156","386","713","396","667","1,217","1,565","1,120","708","126","3"
"충청남도 서산시 고북면(4421040000)","5,822","5,822","254","355","621","459","631","828","1,074","853","634","108","5"
"충청남도 서산시 부춘동(4421051000)","17,890","17,890","1,113","1,742","2,173","2,224","2,924","3,306","2,427","1,214","649","116","2"
"충청남도 서산시 동문1동(4421052500)","17,441","17,441","1,065","2,116","1,721","1,652","2,915","3,382","2,490","1,255","703","138","4"
"충청남도 서산시 동문2동(4421053500)","8,172","8,172","372","752","923","775","1,165","1,516","1,386","805","393","80","5"
"충청남도 서산시 수석동(4421054000)","17,435","17,435","1,322","2,190","1,975","2,137","2,979","2,883","2,102","1,136","587","121","3"
"충청남도 서산시 석남동(4421055000)","34,770","34,770","3,570","4,360","3,826","5,195","6,482","5,481","3,397","1,445","848","161","5"
"충청남도 논산시 (4423000000)","109,413","109,413","5,341","8,679","9,232","9,188","13,026","18,683","21,734","13,246","8,667","1,578","39"
"충청남도 논산시 강경읍(4423025000)","7,347","7,347","210","507","505","422","755","1,245","1,719","1,180","684","118","2"
"충청남도 논산시 연무읍(4423025300)","12,639","12,639","674","978","992","1,114","1,458","1,978","2,497","1,660","1,083","200","5"
"충청남도 논산시 성동면(4423031000)","3,798","3,798","97","132","182","235","271","560","995","681","543","101","1"
"충청남도 논산시 광석면(4423032000)","3,941","3,941","70","199","225","189","338","616","1,013","687","520","84","0"
"충청남도 논산시 노성면(4423033000)","2,709","2,709","64","125","147","147","229","426","654","484","357","73","3"
"충청남도 논산시 상월면(4423034000)","3,370","3,370","40","137","155","173","288","625","930","547","398","76","1"
"충청남도 논산시 부적면(4423035000)","3,321","3,321","76","128","176","184","285","549","880","554","396","90","3"
"충청남도 논산시 연산면(4423036000)","5,777","5,777","126","271","261","299","435","1,023","1,668","917","663","110","4"
"충청남도 논산시 벌곡면(4423038000)","2,351","2,351","44","122","83","96","148","393","658","428","312","66","1"
"충청남도 논산시 양촌면(4423039000)","5,882","5,882","287","364","333","560","470","974","1,273","853","648","118","2"
"충청남도 논산시 가야곡면(4423040000)","3,191","3,191","48","100","159","143","207","533","867","584","469","78","3"
"충청남도 논산시 은진면(4423041000)","3,761","3,761","68","177","391","239","352","639","871","538","398","84","4"
"충청남도 논산시 채운면(4423042000)","2,051","2,051","50","121","88","94","171","302","529","364","275","57","0"
"충청남도 논산시 취암동(4423051000)","34,264","34,264","2,621","3,767","4,115","4,048","5,466","5,951","4,574","2,337","1,171","208","6"
"충청남도 논산시 부창동(4423052000)","15,011","15,011","866","1,551","1,420","1,245","2,153","2,869","2,606","1,432","750","115","4"
"충청남도 계룡시 (4425000000)","46,687","46,687","3,683","6,195","4,806","5,384","8,360","8,263","5,839","2,643","1,262","243","9"
"충청남도 계룡시 두마면(4425031000)","14,068","14,068","1,290","1,607","1,446","2,084","2,456","2,462","1,714","674","278","56","1"
"충청남도 계룡시 엄사면(4425031500)","16,840","16,840","785","1,892","1,866","1,443","2,429","3,476","2,748","1,300","753","142","6"
"충청남도 계룡시 신도안면(4425033000)","7,763","7,763","1,132","1,707","643","1,185","2,177","752","97","46","21","3","0"
"충청남도 계룡시 금암동(4425051000)","8,016","8,016","476","989","851","672","1,298","1,573","1,280","623","210","42","2"
"충청남도 당진시 (4427000000)","170,375","170,375","12,533","16,541","14,541","20,313","27,819","28,648","25,533","14,001","8,937","1,474","35"
"충청남도 당진시 합덕읍(4427025000)","8,031","8,031","188","462","455","502","854","1,390","1,841","1,273","911","149","6"
"충청남도 당진시 송악읍(4427025300)","29,684","29,684","2,788","3,004","1,958","3,794","5,804","5,007","4,120","1,896","1,135","175","3"
"충청남도 당진시 고대면(4427031000)","5,465","5,465","112","227","346","330","473","989","1,381","865","631","108","3"
"충청남도 당진시 석문면(4427032000)","8,684","8,684","228","412","577","739","1,081","1,846","2,012","986","691","110","2"
"충청남도 당진시 대호지면(4427033000)","2,256","2,256","40","68","90","101","140","332","622","484","320","57","2"
"충청남도 당진시 정미면(4427034000)","3,522","3,522","70","167","224","185","272","576","895","618","433","79","3"
"충청남도 당진시 면천면(4427035000)","3,349","3,349","47","152","177","176","276","590","909","565","380","73","4"
"충청남도 당진시 순성면(4427036000)","4,750","4,750","106","227","282","209","413","836","1,161","809","586","120","1"
"충청남도 당진시 우강면(4427037000)","5,316","5,316","162","313","375","305","565","866","1,179","857","605","89","0"
"충청남도 당진시 신평면(4427038000)","14,607","14,607","869","1,805","1,192","1,084","2,423","2,503","2,414","1,362","805","147","3"
"충청남도 당진시 송산면(4427039000)","11,641","11,641","648","973","988","1,492","2,070","2,161","1,733","870","609","97","0"
"충청남도 당진시 당진1동(4427051000)","34,107","34,107","3,756","3,617","3,882","6,496","6,335","4,848","3,039","1,352","681","98","3"
"충청남도 당진시 당진2동(4427052000)","22,493","22,493","2,340","2,674","2,142","3,150","4,009","3,561","2,553","1,270","686","107","1"
"충청남도 당진시 당진3동(4427053000)","16,470","16,470","1,179","2,440","1,853","1,750","3,104","3,143","1,674","794","464","65","4"
"충청남도 금산군 (4471000000)","49,973","49,973","1,801","4,123","3,329","3,101","5,321","8,808","11,079","7,037","4,598","758","18"
"충청남도 금산군 금산읍(4471025000)","22,723","22,723","1,219","2,426","1,910","1,851","3,287","4,059","3,844","2,520","1,416","188","3"
"충청남도 금산군 금성면(4471031000)","3,074","3,074","55","125","147","144","239","569","789","556","364","83","3"
"충청남도 금산군 제원면(4471032000)","2,709","2,709","49","87","133","125","182","470","755","512","331","61","4"
"충청남도 금산군 부리면(4471033000)","2,372","2,372","38","71","72","78","152","366","658","472","387","77","1"
"충청남도 금산군 군북면(4471034000)","2,332","2,332","77","101","89","96","179","382","648","415","289","56","0"
"충청남도 금산군 남일면(4471035000)","2,796","2,796","59","468","103","119","176","400","631","431","336","70","3"
"충청남도 금산군 남이면(4471036000)","1,983","1,983","31","135","65","56","113","349","604","304","291","34","1"
"충청남도 금산군 진산면(4471037000)","3,120","3,120","63","146","140","119","218","606","815","562","392","59","0"
"충청남도 금산군 복수면(4471038000)","2,894","2,894","56","124","136","153","236","499","793","521","322","53","1"
"충청남도 금산군 추부면(4471039000)","5,970","5,970","154","440","534","360","539","1,108","1,542","744","470","77","2"
"충청남도 부여군 (4476000000)","60,156","60,156","2,021","3,989","4,077","3,550","5,901","9,597","13,753","9,307","6,659","1,269","33"
"충청남도 부여군 부여읍(4476025000)","18,213","18,213","684","1,536","1,653","1,397","2,089","3,317","3,702","2,281","1,330","217","7"
"충청남도 부여군 규암면(4476031000)","11,547","11,547","716","1,167","1,109","960","1,586","1,922","2,033","1,160","770","121","3"
"충청남도 부여군 은산면(4476032000)","3,514","3,514","72","160","191","132","264","560","979","633","447","75","1"
"충청남도 부여군 외산면(4476033000)","2,204","2,204","25","88","81","74","142","329","594","464","330","74","3"
"충청남도 부여군 내산면(4476034000)","1,466","1,466","32","57","41","62","91","190","406","319","218","50","0"
"충청남도 부여군 구룡면(4476035000)","2,232","2,232","47","103","115","87","162","337","519","430","353","76","3"
"충청남도 부여군 홍산면(4476036000)","2,600","2,600","59","123","127","96","217","362","658","514","389","53","2"
"충청남도 부여군 옥산면(4476037000)","1,347","1,347","20","49","46","43","93","180","363","299","206","48","0"
"충청남도 부여군 남면(4476038000)","1,708","1,708","34","65","76","58","129","188","449","356","293","59","1"
"충청남도 부여군 충화면(4476039000)","1,076","1,076","18","28","39","37","55","145","313","225","170","46","0"
"충청남도 부여군 양화면(4476040000)","1,574","1,574","27","43","36","50","102","174","440","317","313","71","1"
"충청남도 부여군 임천면(4476041000)","2,651","2,651","70","96","114","109","179","374","649","546","423","88","3"
"충청남도 부여군 장암면(4476042000)","2,505","2,505","54","96","103","115","176","353","638","455","420","93","2"
"충청남도 부여군 세도면(4476043000)","2,895","2,895","57","120","127","139","219","408","768","555","417","82","3"
"충청남도 부여군 석성면(4476044000)","2,654","2,654","66","175","158","102","232","482","664","418","296","57","4"
"충청남도 부여군 초촌면(4476045000)","1,970","1,970","40","83","61","89","165","276","578","335","284","59","0"
"충청남도 서천군 (4477000000)","48,706","48,706","1,672","3,008","3,077","2,871","4,732","7,803","10,838","8,003","5,571","1,108","23"
"충청남도 서천군 장항읍(4477025000)","10,861","10,861","454","761","916","883","1,293","1,907","2,161","1,480","880","123","3"
"충청남도 서천군 서천읍(4477025300)","12,821","12,821","714","1,325","1,110","906","1,620","2,253","2,281","1,542","891","176","3"
"충청남도 서천군 마서면(4477031000)","4,517","4,517","85","211","200","208","368","748","1,085","855","623","133","1"
"충청남도 서천군 화양면(4477032000)","2,085","2,085","37","46","67","93","138","246","522","441","405","89","1"
"충청남도 서천군 기산면(4477033000)","1,493","1,493","10","51","49","54","100","199","396","315","252","64","3"
"충청남도 서천군 한산면(4477034000)","2,351","2,351","41","91","91","95","174","342","542","452","434","86","3"
"충청남도 서천군 마산면(4477035000)","1,398","1,398","26","52","58","60","80","172","361","276","256","57","0"
"충청남도 서천군 시초면(4477036000)","1,174","1,174","20","28","51","42","70","155","302","230","234","40","2"
"충청남도 서천군 문산면(4477037000)","1,171","1,171","21","28","28","34","82","127","321","280","210","40","0"
"충청남도 서천군 판교면(4477038000)","1,967","1,967","33","56","72","60","108","255","552","444","310","76","1"
"충청남도 서천군 종천면(4477039000)","1,999","1,999","29","82","79","81","138","259","495","439","324","69","4"
"충청남도 서천군 비인면(4477040000)","2,811","2,811","61","70","125","147","164","455","794","564","348","82","1"
"충청남도 서천군 서면(4477041000)","4,058","4,058","141","207","231","208","397","685","1,026","685","404","73","1"
